what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335671716828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335671725968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335671750468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335671763609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335671764359
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1335671821531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335672003687
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335672008250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335672036515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335672055187
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335672055437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335672064078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335672091781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335672092796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335672092859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335672094375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335672095750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335672098703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335679185656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335679234734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335679237750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335679241796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335679252625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335679530796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335679736062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335679740687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335679758562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335679773750
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335679773781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335679802593
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1335679945109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680144921
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335680147359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680160703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680171703
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.extract.method",1335680171734
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1335680176343
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1335680176468
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1335680176640
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1335680176890
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1335680177000
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1335680177125
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1335680177265
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1335680177375
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1335680177468
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1335680177593
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1335680178031
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1335680178156
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineDown",1335680178984
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335680189968
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1335680193500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680194140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680194328
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineDown",1335680197328
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineDown",1335680197453
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineDown",1335680197656
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineDown",1335680197781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335680208921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335680211265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335680214671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335680244343
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335680247468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335680252390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335680259578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335680266812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335680274609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680275718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680293468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335680302171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680356265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680357531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335680373062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680377953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680385187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680386500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680386671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335680389734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335680394171
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1335680397281
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335680398765
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335680445328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680455390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680468812
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1335680471750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335680473390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335680477937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335680485687
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1335680488015
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335680488828
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335680497468
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1335680502906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335680504125
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1335680505640
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335680506156
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335680508750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680509734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680533390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335680537468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335680543609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335680557062
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1335680559812
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335680560562
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335680564765
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1335680572578
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335680576734
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335680580328
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1335680589171
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335680589937
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335680592843
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1335680598562
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.upperCase",1335680617328
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1335680617375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335680617875
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1335680625375
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1335680628734
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1335680631765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680634515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335680655171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335680666375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335680667078
