what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1336880178968
closed,editor,com.aptana.ide.editor.html,1.2.7.024747,"com.aptana.ide.editors.HTMLEditor",1336880178968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880202609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880225921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880234000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880246359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1336880246390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880248921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880251421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880253859
opened,editor,com.aptana.ide.editor.html,1.2.7.024747,"com.aptana.ide.editors.HTMLEditor",1336880320093
activated,editor,com.aptana.ide.editor.html,1.2.7.024747,"com.aptana.ide.editors.HTMLEditor",1336880320156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880320218
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1336880320218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1336880320281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880320296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880321640
opened,view,com.aptana.ide.core.ui,1.2.7.024747,"com.aptana.ide.core.ui.AptanaNavigator",1336880321875
opened,view,com.aptana.ide.documentation,1.2.7.024747,"com.aptana.ide.documentation.TutorialView",1336880321953
activated,perspective,com.aptana.ide.core.ui,1.2.7.024747,"com.aptana.ide.js.ui.WebPerspective",1336880321984
started,bundle,com.aptana.ide.server.ui,1.2.7.024747,"com.aptana.ide.server.ui",1336880322031
started,bundle,com.aptana.ide.logging,1.2.7.024747,"com.aptana.ide.logging",1336880322031
activated,view,com.aptana.ide.core.ui,1.2.7.024747,"com.aptana.ide.core.ui.AptanaNavigator",1336880322156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880322390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880325218
activated,editor,com.aptana.ide.editor.html,1.2.7.024747,"com.aptana.ide.editors.HTMLEditor",1336880334406
activated,view,com.aptana.ide.core.ui,1.2.7.024747,"com.aptana.ide.core.ui.AptanaNavigator",1336880351625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880390781
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880394015
activated,editor,com.aptana.ide.editor.html,1.2.7.024747,"com.aptana.ide.editors.HTMLEditor",1336880394046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880395015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880413656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880415421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880416187
activated,view,com.aptana.ide.core.ui,1.2.7.024747,"com.aptana.ide.core.ui.AptanaNavigator",1336880416359
closed,editor,com.aptana.ide.editor.html,1.2.7.024747,"com.aptana.ide.editors.HTMLEditor",1336880416359
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1336880422468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336880422609
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1336880425203
error,log,,,"An exception occurred invoking extension: org.eclipse.jst.jee.ui.web for object P/myhtml",1336880425203
