what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1336035799562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336035802500
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1336035809390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336035812984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336035831671
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1336035838078
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1336035845437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1336035853109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1336035869078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1336035908218
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1336035915265
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1336035915796
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336035920171
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1336036058656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036069015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036091921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036120656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036124515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036126031
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1336036130906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036141500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036193343
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336036193796
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1336036195968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036198328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036212390
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336036212625
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336036212750
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1336036215421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036221390
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1336036223609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036224265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036224437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036226328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036226531
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1336036253562
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1336036255421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036255968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036256156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036256953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036257140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036257625
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1336036258812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036259328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036259515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036260187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036260375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036260890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1336036268078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036277781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1336036281656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036311812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036321859
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1336036335031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036335703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036342890
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1336036342906
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336036343390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036356046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036372328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036389578
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1336036394328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036396750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036412093
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1336036423046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036423546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036423781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036425750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036425906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036427687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1336036433500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1336036434296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036437062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036447140
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1336036450406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036451171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036451375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036452000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036452171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036452687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336036456375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1336036457296
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1336036475796
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.copyLineDown",1336036477500
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineDown",1336036478015
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineDown",1336036478250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036484968
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1336036486296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036487250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336036487421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036495906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036497656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036512890
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1336036521468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1336036524890
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1336036533203
