what,kind,bundleId,bundleVersion,description,time
started,bundle,com.aptana.ide.server.portal,1.2.7.024747,"com.aptana.ide.server.portal",1336006588375
started,bundle,com.aptana.ide.server.ui,1.2.7.024747,"com.aptana.ide.server.ui",1336006588406
started,bundle,com.aptana.ide.server,1.2.7.024747,"com.aptana.ide.server",1336006588421
started,bundle,com.aptana.ide.ssh,1.2.7.024747,"com.aptana.ide.ssh",1336006588421
started,bundle,com.aptana.ide.syncing,1.2.7.024747,"com.aptana.ide.syncing",1336006588453
started,bundle,com.aptana.ide.update,1.2.7.024747,"com.aptana.ide.update",1336006588484
os,sysinfo,,,"win32",1336006588484
arch,sysinfo,,,"x86",1336006588484
ws,sysinfo,,,"win32",1336006588484
locale,sysinfo,,,"zh_CN",1336006588484
processors,sysinfo,,,"2",1336006588484
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1336006588484
java.runtime.version,sysinfo,,,"1.6.0_31-b05",1336006588484
java.specification.name,sysinfo,,,"Java Platform API Specification",1336006588484
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1336006588484
java.specification.version,sysinfo,,,"1.6",1336006588484
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1336006588484
java.version,sysinfo,,,"1.6.0_31",1336006588484
java.vm.info,sysinfo,,,"mixed mode, sharing",1336006588484
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1336006588484
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1336006588484
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1336006588484
java.vm.specification.version,sysinfo,,,"1.0",1336006588484
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1336006588484
java.vm.version,sysinfo,,,"20.6-b01",1336006588484
started,bundle,com.aptana.ide.professional.licensing,1.2.7.024688_200905101214,"com.aptana.ide.professional.licensing",1336006589109
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1336006589593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336006600750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336006603640
error,log,,,"Digest could not be parsed:An exception occurred while downloading feature from ""file:/E:/Tool/aptana/eclipse/site.xml.digest/digest.zip"".",1336006615843
started,bundle,com.aptana.ide.editors,1.2.7.024747,"com.aptana.ide.editors",1336006618390
started,bundle,com.aptana.ide.xul,1.2.7.024747,"com.aptana.ide.xul",1336006618406
opened,editor,com.aptana.ide.server.portal,1.2.7.024747,"com.aptana.ide.server.portal.ui.MyAptanaEditor",1336006623796
activated,editor,com.aptana.ide.server.portal,1.2.7.024747,"com.aptana.ide.server.portal.ui.MyAptanaEditor",1336006624359
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336006624531
error,log,,,"(Build 1.2.7.024747) [ERROR] License Channel: Key Is No Longer Valid.",1336006628234
error,log,,,"(Build 1.2.7.024747) [ERROR] License Channel: Key Is No Longer Valid.",1336006628296
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1336006639765
error,log,,,"Unhandled Exception",1336006639781
error,log,,,"Unable to execute early startup code for an extension",1336006639781
started,bundle,com.aptana.ide.scripting,1.2.7.024747,"com.aptana.ide.scripting",1336006639890
started,bundle,com.aptana.ide.search,1.2.7.024747,"com.aptana.ide.search",1336006639984
error,log,,,"(Build 1.2.7.024747) [ERROR] Invalid key",1336006640218
started,bundle,org.eclipse.eclipsemonkey,1.2.7.024747,"org.eclipse.eclipsemonkey",1336006655421
started,bundle,org.eclipse.eclipsemonkey.lang.javascript,1.2.7.024747,"org.eclipse.eclipsemonkey.lang.javascript",1336006655500
started,bundle,org.eclipse.eclipsemonkey.doms,1.2.7.024747,"org.eclipse.eclipsemonkey.doms",1336006656781
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1336006815906
activated,editor,com.aptana.ide.server.portal,1.2.7.024747,"com.aptana.ide.server.portal.ui.MyAptanaEditor",1336006818265
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336006853812
closed,editor,com.aptana.ide.server.portal,1.2.7.024747,"com.aptana.ide.server.portal.ui.MyAptanaEditor",1336006853843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336006875281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336007176015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336007206671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336007230187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336007235625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336007656828
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1336007656859
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1336007657484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336007658375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336007659218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336007659890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336007661531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336007662015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336007674390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336007705625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336008206953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336008210578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336008212218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336008214765
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1336008576609
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1336008576656
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1336008576781
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1336008577125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336008668593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336008676828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336008871890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1336008871906
